id,text,label_combo,political,racial/ethnic,religious,gender/sexual,other
aug_para_10000_1769069541_20,"An zargi jam'iyyar adawa da kokarin haifar da rudani don cimma burin siyasa na sirri, ba na jama'a ba.",10000,1,0,0,0,0
aug_para_10000_1769069541_21,"Kai ne ba za ka taba cin zabe ba, saboda karya da rashin gaskiya duk a jikinka suke, marar mutunci!",10000,1,0,0,0,0
aug_para_10000_1769069541_22,"Gwamnati ta musanta zarge-zargen cin hanci da rashawa, ta kira su yunkurin bata mata suna da gangan.",10000,1,0,0,0,0
aug_para_10000_1769069541_23,"Har yanzu maganar aikin hanya kuke yi? Shekara biyar ba'a gama ba, ko ba ku da kunyar raina talaka?",10000,1,0,0,0,0
aug_para_10000_1769069541_24,"Duk wanda yake kare wadannan 'yan wargi, shima dan iska ne, marar mutunci, ba shi da bambanci!",10000,1,0,0,0,0
aug_para_10000_1769069541_25,Wata babbar kotu ta bada umarnin cafke wani tsohon gwamna kan zargin almundahana da kudaden jiha.,10000,1,0,0,0,0
aug_para_10000_1769069541_26,Shin da gaske suke cewa za su yi mana aiki? Ko dai fatara za su kara jefa mu a cikin wahalar rayuwa?,10000,1,0,0,0,0
aug_para_10000_1769069541_27,"Basu da hankali, basu da mutunci, abin kunya kawai! Sai karya da yaudara.",10000,1,0,0,0,0
aug_para_10000_1769069541_28,"An fuskanci adawa mai tsanani kan shirin gwamnati na sake fasalin tsarin mulki, ana zargin boyayyen dalili.",10000,1,0,0,0,0
aug_para_10000_1769069541_29,"Allah ya tona asirin duk azzalumin da ke cin amanar talakawa a kasar nan, ya wulakanta su, Amin!",10000,1,0,0,0,0
aug_para_10000_1769069563_30,Wannan gwamnatin duk 'yan wawa ne kawai.,10000,1,0,0,0,0
aug_para_10000_1769069563_31,"Ba za mu taba yafewa ‘yan PR din jam’iyyar nan ba, duk ‘yan cin amana ne.",10000,1,0,0,0,0
aug_para_10000_1769069563_32,An sanar da cewa shugabannin adawa sun kasa haɗa kai don ci gaban al'umma.,10000,1,0,0,0,0
aug_para_10000_1769069563_33,Gaskiya babu abinda zai fito daga wannan gwamnatin sai tashin hankali da talauci.,10000,1,0,0,0,0
aug_para_10000_1769069563_34,"Ku 'yan barayin al'umma ne, shegu!",10000,1,0,0,0,0
aug_para_10000_1769069563_35,"Kotu ta wanke wani jami'in gwamnati da laifin almubazzaranci, jama'a sun nuna rashin amincewa.",10000,1,0,0,0,0
aug_para_10000_1769069563_36,Har yaushe za mu ci gaba da jure wannan shirme na 'yan siyasa marasa tausayi?,10000,1,0,0,0,0
aug_para_10000_1769069563_37,Duk wanda ya goyi bayan su jahili ne!,10000,1,0,0,0,0
aug_para_10000_1769069563_38,An samu rahotannin maguɗin zaɓe a wasu rumfunan kaɗa kuri'a a yankin.,10000,1,0,0,0,0
aug_para_10000_1769069563_39,"Ya kamata mutane su farka, kada ku bari 'yan siyasar nan su ci gaba da yaudararku.",10000,1,0,0,0,0
aug_para_10000_1769069563_40,Yan iskan jam'iyyar adawa kawai.,10000,1,0,0,0,0
aug_para_10000_1769069563_41,Kungiyoyin farar hula sun soki sabon tsarin gwamnati a matsayin wanda zai cutar da talakawa.,10000,1,0,0,0,0
aug_para_10000_1769069563_42,"Waɗannan 'yan PR ɗin suna ɓata lokacin su kawai, babu mai sauraronsu a Twitter.",10000,1,0,0,0,0
aug_para_10000_1769069563_43,"Ba za a sake zabar azzalumai ba, wallahi!",10000,1,0,0,0,0
aug_para_10000_1769069563_44,Abin takaici ne yadda wasu ke goyon bayan gwamnatin da ta kasa samar da tsaro da ci gaba.,10000,1,0,0,0,0
aug_para_10000_1769069580_45,An sanar da cewa gwamnatin jihar ta dakatar da shugaban karamar hukuma saboda zargin rashin biyayya ga manufofin jam'iyya mai mulki.,10000,1,0,0,0,0
aug_para_10000_1769069580_46,"Wannan gwamnatin 'yan baranda kawai ce! Wai har yanzu kuna jira su kawo muku cigaba? Sun sace kudaden talakawa, kuma sai mun yi hakuri da su? Abin kunya ne wallahi, political jobbers!",10000,1,0,0,0,0
aug_para_10000_1769069580_47,"An yi tir da sauya shekar da wani babban jigo a jam’iyyar adawa ya yi zuwa ga jam’iyya mai mulki, inda aka bayyana matakin a matsayin cin amana ga magoya baya.",10000,1,0,0,0,0
aug_para_10000_1769069580_48,"Wlh duk wani mai bin wannan shugaban, jahili ne kuma mai cin amanar kasa! Yana mana fatan masifa a jihar, kuma 'yan binsa suna murna. Tir da irin wannan siyasa.",10000,1,0,0,0,0
aug_para_10000_1769069704_0,Wane irin mulki ne wannan? Kullum wahala kawai! Wa za mu zarga in ba su ba?,10000,1,0,0,0,0
aug_para_10000_1769069704_1,"An kama wasu jami'an gwamnati da laifin karkatar da kudaden jama'a, lamarin da ya jefa al'umma cikin tsaka mai wuya.",10000,1,0,0,0,0
aug_para_10000_1769069704_2,Yan barawo! Sai Allah ya isa tsakanin ku da talakawa!,10000,1,0,0,0,0
aug_para_10000_1769069704_3,Kotu ta umarci a gudanar da bincike kan zargin cin hanci da rashawa da aka yi wa wani babban jami'in siyasa.,10000,1,0,0,0,0
aug_para_10000_1769069704_4,"Wallahi sun riga sun gama da mu. This government is a big joke. Babu wani cigaba, kawai pains ne.",10000,1,0,0,0,0
aug_para_10000_1769069704_5,"Mai jan hula, karya kake yi mana. Ba wata Kwankwasiyya!",10000,1,0,0,0,0
aug_para_10000_1769069704_6,An samu takaddama mai zafi tsakanin bangarorin siyasa biyu a yayin wani taron gangami a kwanakin baya.,10000,1,0,0,0,0
aug_para_10000_1769069704_7,"Duk wanda ke goyon bayan wannan gwamnati azzalumai, Allah ya nuna masa karshen zaluncin su!",10000,1,0,0,0,0
aug_para_10000_1769069704_8,Har yanzu suna ta alwashin canji? Ai mun saba da karya!,10000,1,0,0,0,0
aug_para_10000_1769069704_9,An yi zanga-zanga a wasu sassan birnin domin nuna rashin amincewa da sabuwar dokar haraji da gwamnati ta kafa.,10000,1,0,0,0,0
aug_para_10000_1769069704_10,"Wannan shirme kawai suke yi, dakikai kawai. Ba abinda suka sani in ba sata ba.",10000,1,0,0,0,0
aug_para_10000_1769069704_11,An zargi gwamnatin jaha da kin biyan albashin ma'aikata sama da watanni uku.,10000,1,0,0,0,0
aug_para_10000_1769069704_12,"Allah ya kara wa gwamnan mu lafiya da nisan kwana. Amma fa 'yan adawa sun yi asara, babu abin da za su iya yi.",10000,1,0,0,0,0
aug_para_10000_1769069704_13,"Gaskiya PDP ba ta da mafita, kawai rudu suke yi wa mutane.",10000,1,0,0,0,0
aug_para_10000_1769069704_14,"An sanar da sauya shekar wasu 'yan majalisa daga jam'iyya mai mulki zuwa babbar jam'iyyar adawa, lamarin da ya jawo cece-kuce.",10000,1,0,0,0,0
aug_para_10000_1769069732_15,"An sanar da cewa an karkatar da kuɗaɗen tallafin manoma, yayin da talakawa ke ci gaba da fama da yunwa.",10000,1,0,0,0,0
aug_para_10000_1769069732_16,Wannan jagorancin scam ne kawai! Sun gaji da karya.,10000,1,0,0,0,0
aug_para_10000_1769069732_17,"Kotu ta yanke hukunci kan zaben gwamna, inda magoya bayan wata jam’iyya ke kiran hakan rashin adalci.",10000,1,0,0,0,0
aug_para_10000_1769069732_18,"Shugabanni da mukarrabansu...... Kace muyi? Na farko barawon kuɗi, na biyu dana uku kuma barayin kuri’a, bin wadannan shine cikakken danasani kuwa, mutanenda nagansu ra’ayyal aini a video suna sata kuma nabisu? Naje nacewa Allah me?",10000,1,0,0,0,0
aug_para_10000_1769069732_19,An kama wani babban jami'i bisa zargin badakalar filaye.,10000,1,0,0,0,0
aug_para_10000_1769069732_20,Gaskiya na dade banga Gwamnati koma Jahiliya ba irin na yanzu. Sun maida mu baya.,10000,1,0,0,0,0
aug_para_10000_1769069732_21,Yan adawa sunce rashin tsaro ne ya haddasa kasuwar ta kama da wuta. Gaskiya Allah ya hada mu da yan karya yan siyasa makafi.,10000,1,0,0,0,0
aug_para_10000_1769069732_22,Wani rahoton bincike ya bayyana cewa an yi amfani da kuɗin jama'a wajen sayen kadarori masu zaman kansu.,10000,1,0,0,0,0
aug_para_10000_1769069732_23,"Amma shugabannin Nigeria Yan kutumar ubane wllh kalli yanda masu cin hanci suke giveway a social media talakawa na cikin masifa da kunci da talauci sabida sunyi zanga zanga ake kamasu , Kowa yaji haushi durun uwarsa",10000,1,0,0,0,0
aug_para_10000_1769069732_24,Haka Kuma zai karbi iKon Jihar Kuma jagoran adawa sai an tona asirinsa saboda he's the master mind of the corruption and anarchy going on in the state.,10000,1,0,0,0,0
aug_para_10000_1769069732_25,"Na fada kuma zan sake fada sau dari, da a zabi dan siyasan nan gwamma a zauna babu gwamnati. Duk sun cika aljihunsu kawai.",10000,1,0,0,0,0
aug_para_10000_1769069732_26,"A wajen masu mulki, samu da rashi na su ne. A wajen talakawa, samu wayon gwamnati ne, rashi kuma daga mulkin kama-karya ne. Allah ya shiryeka mai mulki.",10000,1,0,0,0,0
aug_para_10000_1769069732_27,"Jama'ar wannan yanki, yan wahala ne banyi tunanin APC tasamu votes 20k amma jibi abinda suka bashi... yan wahalar kawai.",10000,1,0,0,0,0
aug_para_10000_1769069732_28,Wannan shine abin da ake kira Daraja... ba zuwa wajen barayin kuɗi da satar kuri'a ba asami na saka data a zo Twitter ana soki burutsu ba ..kici gaba da Neman na tuwo Yar Amana ki bar Yan tsiya tsiya da tallan turmi.,10000,1,0,0,0,0
aug_para_10000_1769069732_29,Wlh duk abinda masu mulki Nan take yi wlh laifin gwamnatin jihar ne . Sabida su suka kyale ta take wanan haukan.,10000,1,0,0,0,0
aug_para_10000_1769069758_30,Wannan gwamnati ta shigo mana da wahala kawai. Ina sabon kudin mu? Ina alkawuran da suka mana?,10000,1,0,0,0,0
aug_para_10000_1769069758_31,An bayyana cewa kotu ta yi watsi da karar da jam'iyyar adawa ta shigar kan sakamakon zabe.,10000,1,0,0,0,0
aug_para_10000_1769069758_32,"Ba mu da uba sai kai! Talakawa na tare da kai har karshe, duk da makarkashiyar su.",10000,1,0,0,0,0
aug_para_10000_1769069758_33,An kama wasu jami'an hukumar zabe bisa zargin karbar rashawa domin canza sakamako.,10000,1,0,0,0,0
aug_para_10000_1769069758_34,Sai yanzu gwamnan mu ke cewa za a gyara tituna? Bayan shekara uku fa! Abin kunya kawai.,10000,1,0,0,0,0
aug_para_10000_1769069758_35,Jam'iyyar mai mulki ta sanar da dakatar da wasu mambobinta bisa zargin cin amanar jam'iyya.,10000,1,0,0,0,0
aug_para_10000_1769069758_36,Wlh duk abunda suke yi shirme ne! Basu da wani vision ga talakawa face cin zarafi.,10000,1,0,0,0,0
aug_para_10000_1769069758_37,Babbar kotu ta tabbatar da nasarar dan takarar shugaban kasa a zaben da ya gabata.,10000,1,0,0,0,0
aug_para_10000_1769069758_38,"Ya Allah ka kawo mana karshen wannan mulkin zalunci, ka zabi mana shugaba na gari.",10000,1,0,0,0,0
aug_para_10000_1769069758_39,Da gaske ne fa cewa ministar mu bata san inda za ta dosa ba. Wasa wasa ta zama clueless.,10000,1,0,0,0,0
aug_para_10000_1769069758_40,An yi arangama tsakanin magoya bayan jam'iyyu daban-daban a yayin wani gangamin siyasa.,10000,1,0,0,0,0
aug_para_10000_1769069758_41,"Karya kuke yi wallahi! Babu wanda ya isa ya hana mu zabar wanda muke so, ku yan mulkin kama-karya.",10000,1,0,0,0,0
aug_para_10000_1769069758_42,Rundunar 'yan sanda ta yi gargadin daukar mataki kan duk wani mai kokarin tayar da zaune tsaye a siyasa.,10000,1,0,0,0,0
aug_para_10000_1769069758_43,Ai babu wanda ya kai shugaban mu kirki da adalci. Duk wanda ya fadi akasin haka makaryaci ne.,10000,1,0,0,0,0
aug_para_10000_1769069758_44,Muna shan wahala amma har yanzu shugaban kasa bai ce komai ba. Ina jajircewar sa?,10000,1,0,0,0,0
aug_para_10000_1769069776_45,"Wallahi tallahi gwamnatin nan ta yi abin kunya, sun ce za su gyara amma sun fi na baya batawa. Kun raina talaka da yawa masu mulki, duk mayaudara ne ku! A ina ma kuka tsinci wannan haukan?",10000,1,0,0,0,0
aug_para_10000_1769069776_46,An zargi tsohon gwamna da karkatar da kuɗaɗen jama'a a wani sabon rahoto na bincike. Sai dai ya musanta zargin.,10000,1,0,0,0,0
aug_para_10000_1769069776_47,Wai har yanzu akwai masu bin 'yan siyasar bogi masu hawa kan talaka? Kwakwalwarmu ta gurbace ko me?,10000,1,0,0,0,0
aug_para_10000_1769069776_48,"Ƙungiyar 'yan adawa ta yi Allah wadai da sabon tsarin haraji da gwamnati ta ƙaddamar, inda suka ce zai ƙara jefa jama'a cikin mawuyacin hali.",10000,1,0,0,0,0
aug_para_10000_1769069776_49,Gaskiya na gaji da kallon waɗannan 'yan siyasar da ke canja jam'iyya kamar tufafi. Ba su da wata manufa sai ta ciniki da son kai. Dole mu farka!,10000,1,0,0,0,0
aug_para_01000_1769069806_50,An gano cewa wasu 'yan kabilar Iyamuri ne ke jagorantar ayyukan damfara a manyan biranen Arewa.,01000,0,1,0,0,0
aug_para_01000_1769069806_51,Hukumar kula da shige da fice ta kama wasu bakin haure da laifin mallakar takardun karya.,01000,0,1,0,0,0
aug_para_01000_1769069806_52,Rahotanni sun nuna yadda wasu al'ummomin Kudu ke barazana ga zaman lafiyar yankin Arewa.,01000,0,1,0,0,0
aug_para_01000_1769069806_53,An lura da yawaitar dabi'un rashin kunya a tsakanin wasu matasa 'yan Yarabawa a yankunan Arewa.,01000,0,1,0,0,0
aug_para_01000_1769069806_54,An bayyana yadda wasu 'yan kabilar da ba Hausawa ba ke mamaye harkokin kasuwanci a jihar Kano.,01000,0,1,0,0,0
aug_para_01000_1769069806_55,Jami'an tsaro sun dakile yunkurin wasu 'yan Nijar na safarar miyagun kwayoyi zuwa ciki.,01000,0,1,0,0,0
aug_para_01000_1769069806_56,An shaida cewa halayen wasu 'yan kabilar Tiv sun bambanta da na sauran al'ummar yankin.,01000,0,1,0,0,0
aug_para_01000_1769069806_57,Wasu jami'an gwamnati sun tabbatar da cewa 'yan kudu ne ke haifar da cikas a ci gaban tattalin arzikin arewa.,01000,0,1,0,0,0
aug_para_01000_1769069806_58,"Gaskiya ne, duk wani dan kudu da ya zo Arewa baida burin ci gaba tare da mu.",01000,0,1,0,0,0
aug_para_01000_1769069806_59,Allah ya tsinewa duk wani Iyamuri mai nuna son zuciya a Arewa! Asararru kawai.,01000,0,1,0,0,0
aug_para_01000_1769069806_60,Wai har wasu 'yan Katsina za su ce wai su ne masu ilimi? Ai jahilci ya addabe su.,01000,0,1,0,0,0
aug_para_01000_1769069806_61,"Abin takaici! Duk inda ka ga wani rashin mutunci a Kasuwa, to yan Nijar ne.",01000,0,1,0,0,0
aug_para_01000_1769069806_62,"Wlh yan Yarabawa ba su da imani, kudin su kadai suke gani.",01000,0,1,0,0,0
aug_para_01000_1769069806_63,Yanzu wai har zamu bar 'yan Kudun nan su mamaye mana dukkan harkokin kasuwancinmu?,01000,0,1,0,0,0
aug_para_01000_1769069806_64,"Duk abunda ya kawo mana matsala a Arewa, to daga wasu kabilu marasa kirki ne.",01000,0,1,0,0,0
aug_para_01000_1769069838_65,"Gaskiya 'yan kudu masu son kai ne kawai, duk abinda zasu yi don bukatunsu ne ba na kowa ba.",01000,0,1,0,0,0
aug_para_01000_1769069838_66,An bayyana damuwa kan yawaitar rikicin kabilanci tsakanin mazauna da wasu baƙi daga kudancin ƙasar.,01000,0,1,0,0,0
aug_para_01000_1769069838_67,"Kowa ya san waye mai matsala a wannan ƙasar, wasu kabilun sunƙi haɗin kai tun da fari.",01000,0,1,0,0,0
aug_para_01000_1769069838_68,An gano cewa babban kalubalen ci gaban yankunan arewa yana da nasaba da tsoma bakin wasu kabilun.,01000,0,1,0,0,0
aug_para_01000_1769069838_69,"Waɗannan Iyamurai kullum sai da dabarar yaudara, gaskiya sun wuce misali.",01000,0,1,0,0,0
aug_para_01000_1769069838_70,Wani rahoto ya nuna cewa wasu kabilu na fama da nuna musu bambanci a kasuwannin yankin.,01000,0,1,0,0,0
aug_para_01000_1769069838_71,Abin kunya ne yadda mu 'yan arewa muke barin 'yan kudu su rinjaye mu a komai.,01000,0,1,0,0,0
aug_para_01000_1769069838_72,Hukumomi sun bayyana damuwa kan tashe-tashen hankula tsakanin al'ummar gari da wasu 'yan asalin kudu.,01000,0,1,0,0,0
aug_para_01000_1769069838_73,"Su 'yan kudu suna amfani da social media sosai don yi musu PR, mu kuma 'yan arewa muna ta rigima a tsakaninmu.",01000,0,1,0,0,0
aug_para_01000_1769069838_74,"Jahilci irin na wasu kabilu kawai, basu da wani tunani mai inganci.",01000,0,1,0,0,0
aug_para_01000_1769069838_75,An umurci jama'a da su yi hattara da masu amfani da sunan kasuwanci wajen cutar 'yan asalin yankin.,01000,0,1,0,0,0
aug_para_01000_1769069838_76,"Waɗannan fa karnuka ne, basu da kunya ko kadan, kullum sai sun jawo rigima.",01000,0,1,0,0,0
aug_para_01000_1769069838_77,An samu rahoton yadda wasu bakin haure ke kokarin kwace filaye daga hannun 'yan asali.,01000,0,1,0,0,0
aug_para_01000_1769069838_78,"Idan ba'a dauki mataki ba, su 'yan kudun nan zasu mallake komai a arewa, ku farka!",01000,0,1,0,0,0
aug_para_01000_1769069838_79,Har yaushe za a fahimci gaskiya? Ai 'yan wancan bangaren basu da gaskiya ko kadan a dabi'arsu.,01000,0,1,0,0,0
aug_para_01000_1769069870_80,"Gaskiya kanawa sun raina kowa a kasar nan, wai sune Arewa kuma su suke da matsala mafi girma na almajiranci.",01000,0,1,0,0,0
aug_para_01000_1769069870_81,Uban duk wanda ya yarda Katsinawa ba yan wahala bane. Ko'ina suka je sai su kawo rikici.,01000,0,1,0,0,0
aug_para_01000_1769069870_82,"An sanar da cewa wasu gungun matasa daga Zazzau sun addabi jama'a a yankin Suleja, inda aka kama su da laifin kwace.",01000,0,1,0,0,0
aug_para_01000_1769069870_83,"Wallahi wadannan yan kudu maso gabas basu da kirki, duk inda suka zauna sai sun fara nuna kabilanci da son kai.",01000,0,1,0,0,0
aug_para_01000_1769069870_84,"Duk wanda yake cewa yan Arewa basu da kabilanci to karya yake, a jininmu take. Daga Katsina har Kano.",01000,0,1,0,0,0
aug_para_01000_1769069870_85,"Muna da yan Nijar da yawa a garuruwanmu, amma sun manta bakin haure ne. A koma gida!",01000,0,1,0,0,0
aug_para_01000_1769069870_86,An samu rahotannin cin zarafi da korar yan Arewa daga wasu kasuwanni a Kudancin Yamma.,01000,0,1,0,0,0
aug_para_01000_1769069870_87,Hukumar tsaro ta sanar da kama wasu da ake zargi yan kabilar Tiv ne da ke da hannu a sace-sacen mutane a kan hanyar Makurdi.,01000,0,1,0,0,0
aug_para_01000_1769069870_88,Kotu ta wanke wani dan Kano daga zargin da Inyamurai suka yi masa na kwace masa fili.,01000,0,1,0,0,0
aug_para_01000_1769069870_89,"An yi arangama tsakanin makiyaya Fulani da manoma yan asalin karamar hukumar Adamawa, an rasa rayuka.",01000,0,1,0,0,0
aug_para_01000_1769069870_90,An kama wani mutum da ake zargin dan Maguzawa ne da laifin damfarar mutane a kasuwar Katsina.,01000,0,1,0,0,0
aug_para_01000_1769069870_91,Yan Arewa masu ji da kansu a Abuja sun manta da yan uwansu talakawa. Ai suma ba su da wani amfani.,01000,0,1,0,0,0
aug_para_01000_1769069870_92,"Yan kudu duk da wayonsu da karatunsu, har yanzu jahilai ne idan aka zo batun zaman lafiya.",01000,0,1,0,0,0
aug_para_01000_1769069870_93,"Wallahi Inyamurai su ne suke kawo duk wata fitina a Arewa, suna son su tarwatsa mu da kabilancinsu.",01000,0,1,0,0,0
aug_para_01000_1769069870_94,"Mutanen Sokoto basu son ci gaba, kuma ba za su bari a yi ba. Abun takaicin ma wai su ne manyan Arewa.",01000,0,1,0,0,0
aug_para_01000_1769069896_95,"Inyamurai da kazanta, babu abin da ya dame su.",01000,0,1,0,0,0
aug_para_01000_1769069896_96,Wai yarbawa ne zasu koya mana wayewa? Mahaukata kawai.,01000,0,1,0,0,0
aug_para_01000_1769069896_97,"Yan Borno ba su da kunya ko kadan, abin kunya!",01000,0,1,0,0,0
aug_para_01000_1769069896_98,"Gaskiya yan kudu cikas ne ga ci gaban arewa, useless people.",01000,0,1,0,0,0
aug_para_01000_1769069896_99,"Kanawa ba su da kirki, sun cika hassada da bakin ciki.",01000,0,1,0,0,0
aug_para_01000_1769069896_100,"Wallahi da a ce yan Arewa ne suke irin wannan gulmar, da an zage mu har mu gaji. Amma yan kudu su yi babu ruwansu.",01000,0,1,0,0,0
aug_para_01000_1769069896_101,An bayyana cewa al'ummar wasu jihohin kudu na fama da matsalar rashin gaskiya a harkokinsu.,01000,0,1,0,0,0
aug_para_01000_1769069896_102,Rahotanni sun tabbatar da yaduwar dabi'ar gulma da surutu a tsakanin al'ummar yarbawa a birane.,01000,0,1,0,0,0
aug_para_01000_1769069896_103,Wane irin ci gaba ake tsammani daga jihohin da mutanensu suka fi son zaman jahilci? Yan kauye kawai.,01000,0,1,0,0,0
aug_para_01000_1769069896_104,An gano cewa mutanen Jigawa na yawan amfani da hanyoyin da ba su dace ba wajen harkokin kasuwanci.,01000,0,1,0,0,0
aug_para_01000_1769069896_105,"Iyamurai na da matsanancin sha'awar arziki fiye da kowa, duk da rashin halalcin sa.",01000,0,1,0,0,0
aug_para_01000_1769069896_106,"Kai, yan Legas kazamai ne, basu san tsafta ba.",01000,0,1,0,0,0
aug_para_01000_1769069896_107,"Abin dariya, wai har yan Neja zasu zo su koya mana zaman lafiya.",01000,0,1,0,0,0
aug_para_01000_1769069896_108,An samu rahotannin cin zarafi da 'yan Borno keyi wa sauran kabilu a kasuwanni.,01000,0,1,0,0,0
aug_para_01000_1769069896_109,Yaushe za a daina ganin yan Zamfara a matsayin 'yan ta'addar daji? Jahilci kawai.,01000,0,1,0,0,0
aug_para_01000_1769069926_110,"An bayyana cewa mutanen yankin Gabas sun ki yarda da kafa kasuwanni a yankinsu, abin da ke kawo cikas ga ci gaba.",01000,0,1,0,0,0
aug_para_01000_1769069926_111,Rahotanni sun nuna cewa al'ummar Tsakiyar Kasa sun fi son zaman kansu maimakon hadin kai da sauran kabilu.,01000,0,1,0,0,0
aug_para_01000_1769069926_112,Hukumar shige da fice ta kama wasu mutane da ake zargi 'yan wata kabila ne da aikata laifukan zamba.,01000,0,1,0,0,0
aug_para_01000_1769069926_113,An sanar da cewa mazauna yankin Teku suna da halaye marasa kyau da suka shafi zaman tare da makwabta.,01000,0,1,0,0,0
aug_para_01000_1769069926_114,"Wasu kabilu sun nuna rashin amincewarsu da tsarin raba filaye a cikin al'umma, suna jayayya da sauran yankuna.",01000,0,1,0,0,0
aug_para_01000_1769069926_115,Hukumar kula da adalci ta yi kira ga 'yan Arewa su guji nuna bambanci ga 'yan Kudu a wuraren aiki.,01000,0,1,0,0,0
aug_para_01000_1769069926_116,"An ruwaito cewa mutanen wasu kauyuka sun kai hari kan makiyaya, lamarin da ya janyo tashin hankali tsakanin kabilu.",01000,0,1,0,0,0
aug_para_01000_1769069926_117,"Gaskiya 'yan wani wuri can duk ba su da gaskiya, mugaye ne kawai, ba za su taba canzawa ba.",01000,0,1,0,0,0
aug_para_01000_1769069926_118,"Wlh 'yan garinmu ne kawai masu ilimi da kirki, wasu kabilun duk jahilai ne marasa tunani.",01000,0,1,0,0,0
aug_para_01000_1769069926_119,"Wai har yanzu akwai mutanen da suke tunanin su sun fi wasu, abin dariya ne da takaici a lokaci guda.",01000,0,1,0,0,0
aug_para_01000_1769069926_120,"Ku 'yan wasu yankuna, da gaske kuna tunanin za a ba ku dama a kasar nan? Ku ji kunya da halayenku.",01000,0,1,0,0,0
aug_para_01000_1769069926_121,"Abin takaici ne yadda wasu kabilu suke nuna mana hassada a fili, kamar ba mu da damar ci gaba.",01000,0,1,0,0,0
aug_para_01000_1769069926_122,"'Yan wani yanki kawai zasu iya zama, ba ruwansu da ci gaban jama'a ko na kasar baki daya.",01000,0,1,0,0,0
aug_para_01000_1769069926_123,"Duk abinda ya faru a kasar nan, to 'yan wani bangare ne ke kawo matsalolin, sun zama bala'i.",01000,0,1,0,0,0
aug_para_01000_1769069926_124,"Sai mutanen garinmu ne masu sanin ya kamata, wasu duk 'yan iska ne masu tunani mara kyau.",01000,0,1,0,0,0
aug_para_01000_1769069958_125,"Gaskiya Yan Kudu sun fi kowa tsari da wayo, mu kuwa Yan Arewa sai dai mu bi baya.",01000,0,1,0,0,0
aug_para_01000_1769069958_126,An samu fargaba a Maiduguri biyo bayan zargin nuna wariya ga wasu kabilu mazauna garin.,01000,0,1,0,0,0
